mes,nom_usina,cod_razaorestricao,curtailment_mwh,generation_mwh,pct_curtailment,last_instante
2025-01,CONJ. PARANATAMA,ENE,716.821,4123.4435,0.173840384,1/26/2025 16:30
2025-01,CONJ. PARANATAMA,NAN,0,34934.849,0,1/31/2025 23:30
2025-01,CONJ. PARANATAMA,REL,319.6215,493.2035,0.64805197,1/31/2025 15:30
2025-01,CONJ. PAULINO NEVES,ENE,3372.2685,13246.92,0.254570006,1/13/2025 16:00
2025-01,CONJ. PAULINO NEVES,NAN,0,106170.7085,0,1/31/2025 23:30
2025-01,CONJ. PAULINO NEVES,REL,766.5865,2580.2325,0.297099777,1/31/2025 13:30
2025-01,CONJ. PEDRA BRANCA,ENE,1236.972,3831.473,0.322845026,1/26/2025 16:30
2025-01,CONJ. PEDRA BRANCA,NAN,0,23388.2675,0,1/31/2025 23:30
2025-01,CONJ. PEDRA BRANCA,REL,1428.967,1678.603,0.851283478,1/31/2025 17:00
2025-01,CONJ. PEDRA CHEIROSA,ENE,801.981,2068.3485,0.387739784,1/26/2025 16:30
2025-01,CONJ. PEDRA CHEIROSA,NAN,0,7980.0535,0,1/31/2025 23:30
2025-01,CONJ. PEDRA CHEIROSA,REL,1350.658,1491.705,0.905445782,1/31/2025 22:30
2025-01,CONJ. PELOURINHO,ENE,173.5445,580.014,0.299207433,1/26/2025 16:30
2025-01,CONJ. PELOURINHO,NAN,0,5665.944,0,1/31/2025 4:00
2025-01,CONJ. PELOURINHO,REL,2023.2765,2343.2975,0.86343134,1/31/2025 23:30
2025-01,CONJ. PINDAÍ II 230 KV,ENE,545.184,1417.119,0.384712928,1/26/2025 16:30
2025-01,CONJ. PINDAÍ II 230 KV,NAN,0,9508.197,0,1/31/2025 4:00
2025-01,CONJ. PINDAÍ II 230 KV,REL,3711.1525,4218.164,0.8798028,1/31/2025 23:30
2025-01,CONJ. PITOMBEIRA,CNF,57.4595,61.238,0.938298116,1/3/2025 9:00
2025-01,CONJ. PITOMBEIRA,ENE,1401.842,3126.244,0.448410937,1/26/2025 15:00
2025-01,CONJ. PITOMBEIRA,NAN,0,17772.9925,0,1/31/2025 23:30
2025-01,CONJ. PITOMBEIRA,REL,481.7635,568.9765,0.846719504,1/24/2025 9:30
2025-01,CONJ. QUINTA 138 KV,ENE,783.2605,1866.137,0.419722936,1/26/2025 14:00
2025-01,CONJ. QUINTA 138 KV,NAN,0,32781.126,0,1/31/2025 23:30
2025-01,CONJ. QUINTA 69 KV,ENE,55.366,343.0605,0.161388443,1/26/2025 14:00
2025-01,CONJ. QUINTA 69 KV,NAN,0,9369.6405,0,1/31/2025 23:30
2025-01,CONJ. RENASCENÇA,CNF,235.7955,3617.3105,0.065185308,1/31/2025 14:30
